Train,Station,Prev Block,Start Block,End Block,Arrival Time,Driver,Crew 1,Crew 2
1,Swissville,78,78,21,2024-08-05 00:02:59.019481,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-05 00:04:38.167533,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-05 00:05:15.881819,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-05 00:05:45.881819,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-05 00:07:25.029871,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-05 00:08:02.744157,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-05 00:08:32.744157,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-05 00:10:11.892209,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-05 00:10:49.606495,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-05 00:11:19.606495,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-05 00:12:58.754547,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-05 00:13:36.468833,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-05 00:14:06.468833,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-05 00:15:45.616885,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-05 00:16:23.331171,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-05 00:16:53.331171,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-05 00:18:32.479223,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-05 00:19:10.193509,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-05 00:19:40.193509,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-05 00:21:19.341561,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-05 00:21:57.055847,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-05 00:22:27.055847,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-05 00:24:06.203899,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-05 00:24:43.918185,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-05 00:25:13.918185,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-05 00:26:53.066237,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-05 00:27:30.780523,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-05 00:28:00.780523,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-05 00:29:39.928575,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-05 00:30:17.642861,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-05 00:30:47.642861,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-05 00:32:26.790913,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-05 00:33:04.505199,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-05 00:33:34.505199,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-05 00:35:13.653251,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-05 00:35:51.367537,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-05 00:36:21.367537,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-05 00:38:00.515589,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-05 00:38:38.229875,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-05 00:39:08.229875,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-05 00:40:47.377927,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-05 00:41:25.092213,Alejandro,Alice,Barbra
1,Swissville,48,48,21,2024-08-05 00:41:55.092213,Alejandro,Alice,Barbra
1,First Ave,20,21,45,2024-08-05 00:43:34.240265,Alejandro,Alice,Barbra
1,Station Square,44,45,48,2024-08-05 00:44:11.954551,Alejandro,Alice,Barbra
