Train,Station,Prev Block,Start Block,End Block,Arrival Time,Driver,Crew 1,Crew 2
1,Glenbury 2,152,152,114,2024-07-30 23:36:32.847982,Alejandro,Alice,Barbra
1,Overbrook 1,113,114,123,2024-07-30 23:38:33.447982,Alejandro,Alice,Barbra
1,Glenbury 2,123,123,114,2024-07-30 23:39:03.447982,Alejandro,Alice,Barbra
1,Overbrook 1,113,114,123,2024-07-30 23:41:04.047982,Alejandro,Alice,Barbra
1,Glenbury 2,123,123,114,2024-07-30 23:41:34.047982,Alejandro,Alice,Barbra
1,Overbrook 1,113,114,123,2024-07-30 23:43:34.647982,Alejandro,Alice,Barbra
1,Glenbury 2,123,123,114,2024-07-30 23:44:04.647982,Alejandro,Alice,Barbra
1,Overbrook 1,113,114,123,2024-07-30 23:46:05.247982,Alejandro,Alice,Barbra
1,Glenbury 2,123,123,114,2024-07-30 23:46:35.247982,Alejandro,Alice,Barbra
1,Overbrook 1,113,114,123,2024-07-30 23:48:35.847982,Alejandro,Alice,Barbra
1,Glenbury 2,123,123,114,2024-07-30 23:49:05.847982,Alejandro,Alice,Barbra
1,Overbrook 1,113,114,123,2024-07-30 23:51:06.447982,Alejandro,Alice,Barbra
1,Glenbury 2,123,123,114,2024-07-30 23:51:36.447982,Alejandro,Alice,Barbra
1,Overbrook 1,113,114,123,2024-07-30 23:53:37.047982,Alejandro,Alice,Barbra
1,Glenbury 2,123,123,114,2024-07-30 23:54:07.047982,Alejandro,Alice,Barbra
1,Overbrook 1,113,114,123,2024-07-30 23:56:07.647982,Alejandro,Alice,Barbra
1,Glenbury 2,123,123,114,2024-07-30 23:56:37.647982,Alejandro,Alice,Barbra
1,Overbrook 1,113,114,123,2024-07-30 23:58:38.247982,Alejandro,Alice,Barbra
1,Glenbury 2,123,123,114,2024-07-30 23:59:08.247982,Alejandro,Alice,Barbra
1,Overbrook 1,113,114,123,2024-07-31 00:01:08.847982,Alejandro,Alice,Barbra
1,Glenbury 2,123,123,114,2024-07-31 00:01:38.847982,Alejandro,Alice,Barbra
