Train,Station,Prev Block,Start Block,End Block,Arrival Time,Driver,Crew 1,Crew 2
1,Glenbury 1,152,152,65,2024-08-01 00:01:13.845714,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 00:07:39.858971,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 00:21:09.707982,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 00:21:39.707982,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 00:28:05.721239,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 00:41:35.570250,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 00:42:05.570250,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 00:48:31.583507,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 01:02:01.432518,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 01:02:31.432518,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 01:08:57.445775,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 01:22:27.294786,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 01:22:57.294786,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 01:29:23.308043,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 01:42:53.157054,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 01:43:23.157054,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 01:49:49.170311,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 02:03:19.019322,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 02:03:49.019322,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 02:10:15.032579,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 02:23:44.881590,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 02:24:14.881590,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 02:30:40.894847,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 02:44:10.743858,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 02:44:40.743858,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 02:51:06.757115,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 03:04:36.606126,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 03:05:06.606126,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 03:11:32.619383,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 03:25:02.468394,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 03:25:32.468394,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 03:31:58.481651,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 03:45:28.330662,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 03:45:58.330662,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 03:52:24.343919,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 04:05:54.192930,Alejandro,Alice,Barbra
1,Yard,22,22,152,2024-08-01 04:06:24.192930,Alejandro,Alice,Barbra
1,Glenbury 1,152,152,65,2024-08-01 04:36:59.884358,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 04:43:25.897615,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 04:56:55.746626,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 04:57:25.746626,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 05:03:51.759883,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 05:17:21.608894,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 05:17:51.608894,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 05:24:17.622151,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 05:37:47.471162,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 05:38:17.471162,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 05:44:43.484419,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 05:58:13.333430,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 05:58:43.333430,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 06:05:09.346687,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 06:18:39.195698,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 06:19:09.195698,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 06:25:35.208955,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 06:39:05.057966,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 06:39:35.057966,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 06:46:01.071223,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 06:59:30.920234,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 07:00:00.920234,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 07:06:26.933491,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 07:19:56.782502,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 07:20:26.782502,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 07:26:52.795759,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 07:40:22.644770,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 07:40:52.644770,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 07:47:18.658027,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 08:00:48.507038,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 08:01:18.507038,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 08:07:44.520295,Alejandro,Alice,Barbra
1,Whited 1,95,96,22,2024-08-01 08:21:14.369306,Alejandro,Alice,Barbra
1,Glenbury 1,22,22,65,2024-08-01 08:21:44.369306,Alejandro,Alice,Barbra
1,Castle Shannon,64,65,96,2024-08-01 08:28:10.382563,Alejandro,Alice,Barbra
1,Yard,96,96,152,2024-08-01 08:51:04.231574,Alejandro,Alice,Barbra
1,Glenbury 1,152,152,65,2024-08-01 08:31:13.845714,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 08:37:39.858971,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 08:51:09.707982,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 08:51:39.707982,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 08:58:05.721239,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 09:11:35.570250,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 09:12:05.570250,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 09:18:31.583507,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 09:32:01.432518,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 09:32:31.432518,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 09:38:57.445775,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 09:52:27.294786,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 09:52:57.294786,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 09:59:23.308043,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 10:12:53.157054,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 10:13:23.157054,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 10:19:49.170311,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 10:33:19.019322,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 10:33:49.019322,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 10:40:15.032579,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 10:53:44.881590,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 10:54:14.881590,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 11:00:40.894847,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 11:14:10.743858,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 11:14:40.743858,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 11:21:06.757115,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 11:34:36.606126,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 11:35:06.606126,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 11:41:32.619383,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 11:55:02.468394,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 11:55:32.468394,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 12:01:58.481651,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 12:15:28.330662,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 12:15:58.330662,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 12:22:24.343919,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 12:35:54.192930,Bob,Cole,Dan
1,Yard,22,22,152,2024-08-01 12:36:24.192930,Bob,Cole,Dan
1,Glenbury 1,152,152,65,2024-08-01 13:06:59.884358,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 13:13:25.897615,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 13:26:55.746626,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 13:27:25.746626,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 13:33:51.759883,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 13:47:21.608894,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 13:47:51.608894,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 13:54:17.622151,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 14:07:47.471162,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 14:08:17.471162,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 14:14:43.484419,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 14:28:13.333430,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 14:28:43.333430,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 14:35:09.346687,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 14:48:39.195698,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 14:49:09.195698,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 14:55:35.208955,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 15:09:05.057966,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 15:09:35.057966,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 15:16:01.071223,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 15:29:30.920234,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 15:30:00.920234,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 15:36:26.933491,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 15:49:56.782502,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 15:50:26.782502,Bob,Cole,Dan
1,Castle Shannon,64,65,96,2024-08-01 15:56:52.795759,Bob,Cole,Dan
1,Whited 1,95,96,22,2024-08-01 16:10:22.644770,Bob,Cole,Dan
1,Glenbury 1,22,22,65,2024-08-01 16:10:52.644770,Bob,Cole,Dan
